step,ppl,loss
100080,27.625787418804247,0.01
200160,6.931817751157995,0.01
300240,4.649372792025777,0.01
400320,3.3576731384947833,0.01
500400,3.0331583705900895,0.01
600480,2.806001403046617,0.02
700560,2.7046958386841613,0.02
800640,2.570506322997043,0.02
900720,2.524332137490041,0.02
1000800,2.4428030817844997,0.0
1100880,2.4358141996612983,0.0
1200960,2.382721135337182,0.0
1301040,2.3566104126187217,0.0
1401120,2.307611603156066,0.0
1501200,2.289555597215016,0.01
1601280,2.2590312908936387,0.01
1701360,2.258024553133133,0.01
1801440,2.2180580300237525,0.01
1901520,2.211316787116947,0.01
2001600,2.1751255498243904,0.0
2101680,2.121049806401345,0.0
2201760,2.1074732066103623,0.0
2301840,2.097119719495379,0.0
2401920,2.0802043717604928,0.0
2502000,2.070459206858882,0.0
2602080,2.0627549871807034,0.01
2702160,2.053289751661956,0.01
2802240,2.0493502302551994,0.01
2902320,2.0417829050330116,0.01
3002400,2.035536696384968,0.0
3102480,2.0303017072325513,0.0
3202560,2.0202901422356763,0.0
3302640,2.0191463952412096,0.0
3402720,2.0089314900500876,0.0
3502800,2.007780981169171,0.0
3602880,2.00426443019625,0.01
3702960,2.003925978990713,0.01
3803040,1.992039625273777,0.01
3903120,1.9875464663365618,0.01
4003200,1.9787949991286384,0.0
4103280,1.9600570869882161,0.0
4203360,1.9545193813019426,0.0
4303440,1.9493828726025477,0.0
4403520,1.9461552085391953,0.0
4503600,1.9424896678777102,0.0
4603680,1.9367927503946942,0.0
4703760,1.9342870735151605,0.01
4803840,1.9297696848779342,0.01
4903920,1.9304412513397664,0.01
5004000,1.9263229432261002,0.0
5104080,1.9260442683432673,0.0
5204160,1.9207199963984636,0.0
5304240,1.9195898790621313,0.0
5404320,1.918105869527945,0.0
5504400,1.9147487125625442,0.0
5604480,1.9112576664942378,0.0
5704560,1.9087445846225382,0.01
5804640,1.9078610979069968,0.01
5904720,1.904431629015392,0.01
6004800,1.9012840531307953,0.0
6104880,1.893879745088567,0.0
6204960,1.8941622381219356,0.0
6305040,1.8898749079904409,0.0
6405120,1.8865108592234112,0.0
6505200,1.8861130364801124,0.0
6605280,1.8856148067653724,0.0
6705360,1.8823277263168885,0.01
6805440,1.8834948343371472,0.01
6905520,1.8807365065683286,0.01
