epoch,step,ppl,loss
0,2000064,2.25099505738771,0.02
0,4000128,1.9542440347931422,0.01
0,2000016,2.2996290999401645,0.03
0,4000032,1.9665166421024125,0.02
0,2000016,2.6373043827556013,0.04
0,4000032,2.2532645401973603,0.02
