step,ppl,loss
200064,4.228662348065825,0.0
400128,2.377008583198082,0.01
600192,2.0857981594118304,0.01
800256,1.9680591740823907,0.01
1000320,1.9132185018323558,0.01
1200384,1.869190130562566,0.01
1400448,1.830209888266386,0.01
1600512,1.816853442640908,0.01
1800576,1.7856324827112269,0.01
2000640,1.7745763303639273,0.0
2200704,1.7665383818171978,0.0
2400768,1.7503953953510083,0.0
2600832,1.735519417617819,0.0
